Q9NXB0	MKS1
Q96Q89	KIF20B
D3DX19	CLDN5
B7ZLZ7	SMC2
Q86WA8	LONP2
Q9UJU3	ZNF112
Q9UJU2	LEF1
P40306	PSMB10
Q9UJU1	VIL2
Q9UK61	TASOR
P40305	IFI27
P03372	ESR1
Q9UJU6	DBNL
Q9UJU5	FOXD3
P26012	ITGB8
P53675	CLTCL1
Q8IXJ6-3	SIRT2
P28676	GCA
P53673	CRYBA4
P53674	CRYBB1
P53671	LIMK2
P53672	CRYBA2
P26010	ITGB7
Q14917	SPTAN1
Q14916	SLC17A1
Q96Q83	ALKBH3
Q14919	DRAP1
Q96Q80	DERL3
Q9BSY4	CHCHD5
Q96PV4	PNMA5
Q9UK73	FEM1B
C9J9Z8	ICA1L
Q9UJV3	MID2
Q9UJV8	PURG
P27338	MAOB
P26006	ITGA3
O43196	MSH5
Q9Y585	OR1A2
Q9Y584	TIMM22
A4D2P0	RAC1
Q9Y587	AP4S1
Q9Y4W6	AFG3L2
Q9Y586	MAB21L2
Q9BTA9	WAC
A0A2R8YHD2	TPM4
P53602	MVD
Q14929	ZNF169
Q86WG5	SBF2
Q86WG3	ATCAY
P53609	PGGT1B
Q9Y592	CEP83
E7ENU7	RPL15
Q9Y4X1	UGT2A1
A8K010	LINC00473
Q9Y4X4	KLF12
Q9Y4X3	CCL27
Q5JB53	Proliferation-inducing gene 6 {ECO:0000313|EMBL:AAP74807.1}
C9J9S3	PPP1CB
A8K012	cDNA FLJ76596, highly similar to Homo sapiens preimplantation protein 3 (PREI3), transcript variant 
Q7KZI7	MARK2
Q9UK05	GDF2
Q9UK08	GNG8
Q14934	NFATC4
Q9Y4X5	ARIH1
Q13601	KRR1
Q9Y597	KCTD3
Q13608	PEX6
P53618	COPB1
Q13607	OR2F1
Q14938	NFIX
Q13606	OR5I1
P53611	RABGGTB
H0YNT2	TLE3
B7ZLY4	FLT3LG
B7ZLY6	PIK3C2G
Q9UK12	ZNF222
Q9UK11	ZNF223
K7ELL7	PRKCSH
Q9UK10	ZNF225
P26045	PTPN3
P53621	COPA
Q13610	PWP1
Q9UJP4	KLHL21
O43175	PHGDH
Q14940	SLC9A5
Q9UK13	ZNF221
O43174	CYP26A1
Q13615	MTMR3
Q13614	MTMR2
Q13613	MTMR1
Q9Y4Y9	LSM5
Q9UK17	KCND3
Q14943	KIR3DS1
Q13619	CUL4A
Q13618	CUL3
Q13617	CUL2
Q13616	CUL1
A0A2R8YHB3	CDC73
Q8WWC4	MAIP1
H0YNW5	DUT
P14061	HSD17B1
P15391	CD19
P14060	HSD3B1
S5FMB0	PHF10 isoform Ps {ECO:0000313|EMBL:AGQ46690.1}
A0A3B3ITA2	CLIP1
Q9Y4Z0	LSM4
O43184	ADAM12
P26038	MSN
Q9UK23	NAGPA
Q9UK22	FBXO2
Q9Y4Z2	NEUROG3
O43182	ARHGAP6
A8K033	NUMBL
O43181	NDUFS4
Q9UK20	Ezrin {ECO:0000313|EMBL:AAD56713.1}
Q14953	KIR2DS5
Q14952	KIR2DS3
O43187	IRAK2
Q13621	SLC12A1
Q13620	CUL4B
O43186	CRX
Q9UJQ4	SALL4
Q14957	GRIN2C
Q13625	TP53BP2
Q14956	GPNMB
O43189	PHF1
Q14954	KIR2DS1
Q8WWB7	GLMP
P52306	RAP1GDS1
Q13627	DYRK1A
Q8WWB5	PIH1D2
Q8WWB3	DYDC1
P53634	CTSC
D3DWK1	EEF1D
E7ENR5	IMP4
P40337	VHL
O43194	GPR39
A0A3F2YNY6	PRPF40A
Q9UK33	ZNF580
O43193	MLNR
Q9UK32	RPS6KA6
O43155	FLRT2
P04632	CAPNS1
Q9Y547	HSPB11
A8K048	Kinesin-like protein {ECO:0000256|RuleBase:RU000394}
O43159	RRP8
Q9BST9	RTKN
P04637	TP53
O43157	PLXNB1
P16619	CCL3L1
Q9Y543	HES2
O43156	TTI1
Q9BT57	SSBP3
A0A3B3ISR3	HTT
P16615	ATP2A2
Q9NVW2	RLIM
Q01650	SLC7A5
Q9BT52	PMPCA
Q9Y548	YIPF1
Q9UJJ9	GNPTG
Q96PQ6	ZNF317
Q8WVW5	Uncharacterized protein {ECO:0000313|EMBL:AAH17450.1}
Q02978	SLC25A11
Q96PQ0	SORCS2
A0A0F7L0Q8	FXR1
P17947	SPI1
P17948	FLT1
Q96PQ1	SIGLEC12
Q86VZ2	WDR5B
P30926	CHRNB4
Q86VZ1	P2RY8
Q9Y4T0	DKFZp564P2062
A6NEM5	PIGK
Q96Q27	ASB2
Q96PQ7	KLHL5
O43166	SIPA1L1
P05976	MYL1
Q9BT43	POLR3GL
O43164	PJA2
Q9BT49	THAP7
Q86VX4	SMC3
O43169	CYB5B
Q86W92	PPFIBP1
Q86VX2	COMMD7
O43167	ZBTB24
Q9HDC9	APMAP
Q9NVX0	HAUS2
Q99880	H2BC13
Q9NW91	cDNA FLJ10210 fis, clone HEMBA1006344, weakly similar to RADIXIN {ECO:0000313|EMBL:BAA91492.1}
Q9NVX2	NLE1
Q9BT40	INPP5K
Q86VX9	MON1A
A0A3B3ISS1	EIF2B5
Q8WW76	FGA
Q99877	H2BC15
X5D9D6	TSC2
Q96Q15	SMG1
Q8WVV5	BTN2A2
Q2VWA4	SKOR2
Q99873	PRMT1
Q02962	PAX2
A0A3B3IT39	SELENOF
Q96Q11	TRNT1
Q99871	HAUS7
A0A0J9YW18	BNIP3
D3DWY7	VBP1
Q9Y4U1	MMACHC
Q9Y561	LRP12
Q504Y2	PKDCC
E9PBB9	MAPK8IP1
P05981	HPN
Q01638	IL1RL1
O43172	PRPF4
Q99878	H2AC14
Q99879	H2BC14
Q8WVV9	HNRNPLL
Q96PP8	GBP5
Q9BSR4	POLR1B
Q9Y566	SHANK1
Q9BSR8	YIPF4
Q86VW2	ARHGEF25
A6NF01	POM121B
Q86VW1	SLC22A16
Q9UJL9	ZFP69B
Q9HDB5	NRXN3
A4D2J6	PGAM2
A0A3B3IT47	WDR37
A8K070	GPS1
Q02952	AKAP12
P17927	CR1
Q9Y572	RIPK3
Q96Q05	TRAPPC9
Q01628	IFITM3
Q01629	IFITM2
Q86VV6	MMP24
Q9UJM3	ERRFI1
Q9BT23	LIMD2
O43143	DHX15
Q9BT22	ALG1
Q9Y577	TRIM17
Q9UJM1	Uncharacterized protein {ECO:0000313|EMBL:CAB57327.1}
Q86VV4	RANBP3L
Q9UJM0	Uncharacterized protein {ECO:0000313|EMBL:CAB57328.1}
O43148	RNMT
Q9Y574	ASB4
K7ELA4	CBX1
O43147	SGSM2
P04626	ERBB2
Q9BT25	HAUS8
Q9Y576	ASB1
Q9BSQ5	CCM2
Q9Y575	ASB3
P04628	WNT1
Q7KYZ1	PROS1
P04629	NTRK1
Q9NVZ3	NECAP2
Q0VAQ6	FBXO32
Q9UJM8	HAO1
P54922	ADPRH
P54920	NAPA
A0A3B3ISU3	FCGR3B
X5D9F9	TSC2
Q8WW55	STAT5B protein {ECO:0000313|EMBL:AAH20868.1}
P17931	LGALS3
Q99855	NAD+-isocitrate dehydrogenase {ECO:0000313|EMBL:AAB47765.1}
Q8WVT3	TRAPPC12
Q99853	FOXB1
A0A3B3IST9	EIF2B5
A0A3B3IST8	ICA1
P17936	IGFBP3
D3YTJ7	PRPS2
Q9Y580	RBM7
Q96PN8	TSSK3
Q9Y4W2	LAS1L
A6NEP8	ABCD1
O43151	TET3
O43150	ASAP2
Q99856	ARID3A
Q96PN7	TRERF1
Q96PN6	ADCY10
P29973	CNGA1
P29972	AQP1
A0A3B3ISV1	EIF2B5
A0A0J9YW62	IGv domain-containing protein {ECO:0000259|SMART:SM00406}
A6NEQ0	RBMY1E
P30968	GNRHR
Q9BT92	TCHP
Q9Y508	RNF114
Q96PV0	SYNGAP1
P15328	FOLR1
Q9UJF2	RASAL2
Q9NVS2	MRPS18A
Q96PU8	QKI
Q6LAI4	Sperm protein {ECO:0000313|EMBL:CAC79990.1}
P16662	UGT2B7
P17987	TCP1
Q96PU4	UHRF2
Q96PU5	NEDD4L
Q02930	CREB5
C9J9K3	RPSA
P02008	HBZ
P29966	MARCKS
D3DWV9	Isocitrate dehydrogenase [NAD] subunit, mitochondrial {ECO:0000256|RuleBase:RU361266}
P29965	CD40LG
A8K099	cDNA FLJ77959, highly similar to Homo sapiens protein kinase, cAMP-dependent, regulatory, type I, be
Q495A1	TIGIT
Q9Y512	SAMM50
Q9Y4P1	ATG4B
Q6DJT9	PLAG1
Q9BT88	SYT11
P30954	OR10J1
A6NER0	TBC1D3F
P30953	OR1E1
A0A3B3ISW1	CPSF6
Q9Y4P3	TBL2
Q9UJG1	MOSPD1
F2Z2B9	TUBGCP2
Q9BT81	SOX7
Q0VAS5	HIST1H4H
A0A3B3ISW7	VPS36
A4D2G3	OR2A25
P15336	ATF2
Q9Y4P8	WIPI2
Q9BSW2	CRACR2A
A0A1V1FFQ4	TSC2
Q8WVZ9	KBTBD7
P16671	CD36
Q9NVT8	cDNA FLJ10514 fis, clone NT2RP2000710, weakly similar to ASPARTYL-TRNA SYNTHETASE {ECO:0000313|EMBL:
Q8WVZ7	RNF133
Q02928	CYP4A11
D3DWU4	FAM58A
B7ZM25	KIF3C
A8K088	cDNA FLJ78614, highly similar to Homo sapiens eukaryotic translation initiation factor 4A, isoform 1
Q9BT78	COPS4
B7ZLN9	SP3
Q9BSV6	TSEN34
A0A3B3ISX3	EIF2B5
A0A3B3IT92	MCM4
Q9Y520	PRRC2C
A0A0J9YVS6	UPK3B
Q9NVU0	POLR3E
Q9NW61	PLEKHJ1
Q9NW63	cDNA FLJ10293 fis, clone NT2RM1000280, highly similar to VACUOLAR ATP SYNTHASE SUBUNIT D {ECO:000031
Q9NW64	RBM22
P15311	EZR
Q96Q45	TMEM237
Q8WVY7	UBLCP1
Q96Q42	ALS2
C9J9M4	PSMD1
Q9BT67	NDFIP1
K7ELE3	TLE5
P05997	COL5A2
Q9Y535	POLR3H
A6NET4	OR5K3
Q9Y530	OARD1
Q86VZ6	JAZF1
Q86VZ5	SGMS1
Q96Q40	CDK15
P17980	PSMC3
Q9Y4R8	TELO2
Q9BSU3	NAA11
Q9BT61	Uncharacterized protein {ECO:0000313|EMBL:AAH04326.1}
P15313	ATP6V1B1
A0A0J9YW33	STX3
Q9BSU1	C16orf70
X5D9K3	TSC2
E7ENZ3	CCT5
Q8WVX9	FAR1
Q9NVV9	THAP1
Q96PR1	KCNC2
Q99895	CTRC
Q96Q33	ALS2CR14
P30939	HTR1F
Q05B97	MYLK
Q6DKI0	raptor
Q6DKI2	LGALS9C
Q6DKI1	RPL7L1
Q9BTN0	LRFN3
Q9UKD1	GMEB2
Q9Y5M8	SRPRB
Q6DKI7	PVRIG
Q63ZY3	KANK2
Q6DKI9	POLR1B
Q86X45	LRRC6
Q63ZY2	GPER
Q9UKD2	MRTO4
Q9NX20	MRPL16
Q8WWQ0	PHIP
Q9NX24	NHP2
Q99928	GABRG3
Q8WWQ8	STAB2
Q9NWQ8	PAG1
Q99929	ASCL2
Q96QK1	VPS35
Q9BTM9	URM1
Q8WWQ2	HPSE2
A0A3B3ITK9	DARS2
A0A3B3ITK8	EIF2B5
Q9Y5N1	HRH3
Q9BTM1	H2AFJ
A0A2R8YGX3	TPM4
A0A2R8YH90	TPM4
B3KYA8	cDNA FLJ16482 fis, clone BRTHA2017972, highly similar to Mothers against decapentaplegic homolog 7 (
Q6DKJ4	NXN
Q9Y5N6	ORC6
Q6DKJ9	BOP1
E5KLJ9	OPA1
Q9UKE5	TNIK
Q9Y5N5	N6AMT1
K7EL71	VPS4B
O43209	Tubulin beta chain {ECO:0000256|RuleBase:RU000352}
A0A0J9YW98	ZNF623
K7EKV4	VPS25
Q9NX36	DNAJC28
Q9NWR8	MCUB
Q9NX38	ABITRAM
Q9BTL4	IER2
A0A2R8YGX7	TSC1
E5KLK0	OPA1
Q9BTL3	RAMAC
B7ZLM5	ATG16L1
Q86WQ0	NR2C2AP
A0A0J9YVW4	POMT2
Q9BTL0	AHCYL1
Q96QI9	GOSR1 protein {ECO:0000313|EMBL:AAH12620.1}
Q99909	SSX3
Q9Y608	LRRFIP2
Q9UKF2	ADAM30
C9IYK6	BCAP29
Q9UKF7	PITPNC1
Q86X24	HORMAD1
Q9UKF6	CPSF3
Q9Y603	ETV7
Q9NWS0	PIH1D1
Q9NWS1	PARPBP
Q9Y605	MRFAP1
Q9NX45	SOHLH2
Q9NX47	MARCH5
Q86X29	LSR
C9IYK2	SMC4
Q9NWS9	ZNF446
A0A2R8YGU4	TSC2
Q96QI5	HS3ST6
Q9BTK6	PAGR1
B3KYB1	cDNA FLJ16760 fis, clone BRACE3050764, highly similar to Cell division protein kinase 10 {ECO:000031
Q9Y5P1	OR51B2
Q9Y5P0	OR51B4
Q9Y613	FHOD1
D3YTA9	PPP3R1
Q8WWN9	IPCEF1
Q8WWN8	ARAP3
K7EKX1	PRKCSH
Q9UKG4	SLC13A4
Q9Y5P8	PPP2R3B
Q9Y618	NCOR2
Q6BEB4	SP5
Q9UKG1	APPL1
K7EL95	QTRT1
Q9Y5P4	CERT
Q86WP2	GPBP1
Q3KR50	TRPC4
Q9NWT1	PAK1IP1
Q9Y617	PSAT1
Q9Y616	IRAK3
Q86X10	RALGAPB
Q9Y5P6	GMPPB
A0A3B3ITN6	PEX10
Q9NX55	HYPK
Q9UKG9	CROT
Q9NWT6	HIF1AN
C9IYL4	GTF2E1
Q9NWT8	AURKAIP1
Q9NX58	LYAR
Q86X19	TMEM17
Q96QH2	PRAM1
D3YTB5	IRAK1
Q86X83	COMMD2
Q86X80	SRP72
Q9Y5I2	PCDHA10
Q9Y5I1	PCDHA11
Q9Y5I4	PCDHAC2
Q9Y5I3	PCDHA1
A6NE82	MBD3L3
Q9Y5I0	PCDHA13
Q99965	ADAM2
Q8WWU5	TCP11
Q99962	SH3GL2
Q99963	SH3GL3
P17900	GM2A
Q9NWM0	SMOX
Q99961	SH3GL1
Q9Y5I7	CLDN16
Q96R09	OR5B2
Q96R08	OR5B12
Q9BTQ7	Similar to ribosomal protein L23 {ECO:0000313|EMBL:AAH03518.1}
Q99969	RARRES2
Q99966	CITED1
Q99967	CITED2
Q96R06	SPAG5
Q86WV5	TEN1
Q3KQV9	UAP1L1
Q9BU20	CPLANE2
Q86WV1	SKAP1
Q9Y5J3	HEY1
K7EKZ3	VPS4B
P05937	CALB1
Q9Y5J5	PHLDA3
A0A3B3ITQ2	EIF2B5
Q9UKA2	FBXL4
Q9UKA1	FBXL5
Q86WV8	TSC1
Q9Y5J1	UTP18
Q495Y8	SPDYE2
Q86WV6	TMEM173
Q3KQV3	ZNF792
Q9UKA4	AKAP11
Q99952	PTPN18
Q9Y5J7	TIMM9
Q9Y5J6	TIMM10B
Q9UKA9	PTBP2
Q9Y5J9	TIMM8B
A0A3B3ITP6	MCM4
Q9BU19	ZNF692
Q9BTP7	FAAP24
Q99959	PKP2
Q9BTP6	ZBED2
Q99958	FOXC2
Q99956	DUSP9
Q86WU4	CLIP1
Q6DKK2	TTC19
Q86WU2	LDHD
B7ZLF4	KRI1
Q9Y5K3	PCYT1B
Q9Y5K6	CD2AP
Q9Y5K5	UCHL5
Q00341	HDLBP
Q9UKB1	FBXW11
Q9Y5K2	KLK4
Q9Y5K1	SPO11
Q99942	RNF5
Q99943	AGPAT1
E9PCA1	CCT5
Q01668	CACNA1D
Q9UKB5	AJAP1
Q9NX00	TMEM160
Q99941	ATF6B
Q9NX01	TXNL4B
Q9Y5K8	ATP6V1D
Q9NX02	NLRP2
Q01664	TFAP4
Q9BU08	Uncharacterized protein {ECO:0000313|EMBL:AAH02971.1}
Q9NX07	TRNAU1AP
Q9NX08	COMMD8
Q9NX09	DDIT4
Q8WWS9	STAT5A
Q99944	EGFL8
A0A1V1FGH9	TSC2
Q86X52	CHSY1
A6NDZ8	MBD3L4
Q86WT1	TTC30A
A0A1V1FGH6	TSC1
Q9Y5L5	LENEP
A0A3B3ITS3	DARS2
Q9Y5L4	TIMM13
A0A3B3IU45	MCM4
A0A3B3ITS5	DNA polymerase alpha subunit B {ECO:0000256|PIRNR:PIRNR018300}
A0A3B3IU44	HTT
Q86WT6	TRIM69
Q86X55	CARM1
Q9Y5L2	HILPDA
Q99932	SPAG8
Q01658	DR1
Q9NX14	NDUFB11
Q7KZX8	G1 to S phase transition 1 {ECO:0000313|EMBL:AAP35368.1}
Q9NWP5	cDNA FLJ20702 fis, clone KAIA2174 {ECO:0000313|EMBL:BAA91334.1}
Q00325	SLC25A3
Q9UKC9	FBXL2
Q9NX18	SDHAF2
Q8WWR8	NEU4
Q6R327	RICTOR
Q99933	BAG1
A0A2X0SF55	AKAP13
Q14964	RAB39A
Q9NWH9	SLTM
Q13637	RAB32
A2KUC3	IGHV
Q8WWI5	SLC44A1
Q13636	RAB31
A0A3B3ITC6	DVL3
Q96QC0	PPP1R10
P52272	HNRNPM
Q14966	ZNF638
Q13635	PTCH1
Q05BQ5	MBTD1
Q13634	CDH18
B7ZLD5	ITGB4
Q13639	HTR4
B7ZLD8	ITGB4
B3KXW5	AP-1 complex subunit gamma {ECO:0000256|PIRNR:PIRNR037094}
Q9Y5E6	PCDHB3
Q9BTE6	AARSD1
Q9Y5E5	PCDHB4
Q9Y5E8	PCDHB15
Q9Y5E7	PCDHB2
Q9BTE3	MCMBP
Q86WK7	AMIGO3
Q9Y5E2	PCDHB7
Q86WK6	AMIGO1
Q9Y5E4	PCDHB5
A0A2R8YH07	HSPG2
Q9Y5E3	PCDHB6
Q8WWI1	LMO7
A0A3B3ITC2	SNTB1
Q495M9	USH1G
Q9BTE2	C16orf35
Q9Y5E9	PCDHB14
Q9BTE1	DCTN5
Q14974	KPNB1
Q13643	FHL3
Q13642	FHL1
Q14973	SLC10A1
Q8WWH5	TRUB1
A0A3B3ITD8	NUP98
Q8WWH4	ASZ1
Q14978	NOLC1
Q96QB1	DLC1
B3KXX0	cDNA FLJ46242 fis, clone TESTI4018506, highly similar to Syntaxin-binding protein 5 {ECO:0000313|EMB
Q86WJ1	CHD1L
Q9Y5F1	PCDHB12
B3KXX5	Structural maintenance of chromosomes protein {ECO:0000256|PIRNR:PIRNR005719}
Q9Y5F0	PCDHB13
B3KY97	cDNA FLJ16235 fis, clone FEBRA2028516 {ECO:0000313|EMBL:BAG54759.1}
B3KY96	cDNA FLJ16225 fis, clone DFNES2011192, highly similar to Homo sapiens zinc finger protein 302 (ZNF30
Q96QB7	TC4
B3KY98	cDNA FLJ16239 fis, clone HCASM2003099, highly similar to Histone deacetylase 6 {ECO:0000313|EMBL:BAG
Q9Y5F7	PCDHGC4
Q9Y5F6	PCDHGC5
Q9Y5F9	PCDHGB6
Q9Y5F8	PCDHGB7
Q9Y5F3	PCDHB1
Q9Y5F2	PCDHB11
K7EKN2	ENO3
Q9BTD8	RBM42
P52292	KPNA2
Q13651	IL10RA
Q14982	OPCML
Q14980	NUMA1
O94763	URI1
E9PC44	SEC24D
P52298	NCBP2
Q96QA5	GSDMA
O94761	RECQL4
O94762	RECQL5
B3KXY0	cDNA FLJ46288 fis, clone TESTI4032834, highly similar to Homo sapiens mediator complex subunit 12-li
O94768	STK17B
P52294	KPNA1
B7ZLB1	TSNARE1
O94766	B3GAT3
Q8WWG1	NRG4
Q9Y5G0	PCDHGB5
B3KXY3	cDNA FLJ46312 fis, clone TESTI4040559, highly similar to Homo sapiens cyclic nucleotide gated channe
Q9Y5G2	PCDHGB2
E9PC49	SIRT1
Q9Y5G1	PCDHGB3
B3KXY5	Exocyst complex component {ECO:0000256|PIRNR:PIRNR025007}
O94760	DDAH1
B3KXY9	cDNA FLJ46359 fis, clone TESTI4049786, highly similar to Hexokinase-1 {ECO:0000313|EMBL:BAG54651.1}
Q8WWG9	KCNE4
Q9Y5G8	PCDHGA5
K7EKQ2	CDC37
Q9Y5G7	PCDHGA6
P41597	CCR2
K7EL20	EIF3G
P41595	HTR2B
Q9BTC8	MTA3
P41594	GRM5
Q9Y5G4	PCDHGA9
Q86WI3	NLRC5
Q9Y5G3	PCDHGB1
P40261	NNMT
Q9Y5G6	PCDHGA7
Q9Y5G5	PCDHGA8
O94769	ECM2
Q14993	COL19A1
Q9BTC0	DIDO1
A0A3B3ITE3	TUBGCP3
Q9NWK9	ZNHIT6
Q14990	ODF1
Q14997	PSME4
Q13666	40S ribosomal protein S21 {ECO:0000256|PIRNR:PIRNR002148}
Q8WWF5	ZNRF4
Q14995	NR1D2
O94772	LY6H
E9PC52	RBBP7
Q14994	NR1I3
O94779	CNTN5
O94776	MTA2
Q14999	CUL7
O94777	DPM2
B3KXZ2	cDNA FLJ46417 fis, clone THYMU3012402, highly similar to Importin alpha-1 subunit {ECO:0000313|EMBL:
Q9Y5H1	PCDHGA2
Q9Y5H0	PCDHGA3
B3KXZ4	DNA helicase {ECO:0000256|SAAS:SAAS00536514}
Q9Y5H3	PCDHGA10
A0A2R8YGM9	EYA1
Q9Y5H2	PCDHGA11
Q9Y5H9	PCDHA2
P41587	VIPR2
Q9Y5H8	PCDHA3
P41586	ADCYAP1R1
A0A2R8YGN5	ATP6V0A4
A0A3B3ITF0	DCPS
Q9Y5H5	PCDHA9
Q86WH3	Tissue factor {ECO:0000313|EMBL:AAO61153.1}
Q9Y5H4	PCDHGA1
Q86WH2	RASSF3
Q9Y5H7	PCDHA5
Q9Y5H6	PCDHA8
K7EL16	HSPBP1
P40259	CD79B
Q13671	RIN1
Q13670	PMS2P11
Q9UJV9	DDX41
Q96QG7	MTMR9
O94788	ALDH1A2
Q8WWM7	ATXN2L
Q5XKE5	KRT79
A8MWP7	NAA10
O94782	USP1
P53567	CEBPG
B3KY43	cDNA FLJ46798 fis, clone TRACH3031660, highly similar to cAMP-dependent protein kinase type II-beta 
Q7KZS0	UBE2I
A8W2J3	MLH1
K7EKS1	POLR2I
Q9UJW0	DCTN4
Q9UK80	USP21
Q86X09	PPP1R3D
P0CB33	ZNF735
Q9UK85	DKKL1
A0A3B3ITG6	EIF2B5
Q9Y5A9	YTHDF2
Q9UJW3	DNMT3L
Q9UJW2	TINAG
Q9UJW9	SERTAD3
Q9BTI6	FLOT2
Q9Y5A6	ZSCAN21
Q13683	ITGA7
Q9UJW8	ZNF180
Q9UJW7	ZNF229
Q9Y5A7	NUB1
Q13686	ALKBH1
Q8WWL7	CCNB3
Q05BL0	TBRG1
Q86WN2	IFNE
Q86WN1	FCHSD1
B3KY55	cDNA FLJ46894 fis, clone UTERU3019708, highly similar to Regulator of nonsense transcripts 1 {ECO:00
B3KY45	cDNA FLJ46818 fis, clone TRACH3038399, highly similar to Eukaryotic translation initiation factor2-a
A0A2R8YGL0	TSC1
B3KXS8	cDNA FLJ45980 fis, clone PROST2016566, highly similar to Homo sapiens macrophage erythroblast attach
Q9UJX2	CDC23
Q9UJX0	OSGIN1
Q9Y5B0	CTDP1
Q9UJX6	ANAPC2
Q9UK96	FBXO10
Q96QF0	RAB3IP
Q8WWL3	TRP7
Q9UJX5	ANAPC4
Q9UJX4	ANAPC5
Q9UJX3	ANAPC7
Q8WWL2	SPIRE2
Q9Y5B6	PAXBP1
A0A3B3ITH3	IMPACT
Q9UK99	FBXO3
Q9Y5B9	SUPT16H
Q9BTH3	BIN1
Q9UK97	FBXO9
Q9Y5B8	NME7
Q13698	CACNA1S
A8MWR8	cDNA FLJ59881, highly similar to SEC13-related protein {ECO:0000313|EMBL:BAG57832.1}
Q8WWK9	CKAP2
Q9NWF9	RNF216
Q96QE3	ATAD5
Q96QE5	TEFM
P53582	METAP1
B3KY60	cDNA FLJ16777 fis, clone BRHIP2029567, highly similar to Cell division cycle 5-like protein {ECO:000
B3KY61	cDNA FLJ16787 fis, clone PLACE6013222, weakly similar to Mus musculus RNA binding motif protein 26 (
A0A2R8YGH5	AP1S1
K7EL60	EIF3G
K7EL66	MAPRE2
E5KLL9	Mitochondrial dynamin-like 120 kDa protein {ECO:0000313|EMBL:ADP90078.1}
A6NEC2	NPEPPSL1
A8W2L5	MLH1
A8W2L8	MLH1
K7EL68	CDC37
Q9UJY1	HSPB8
Q9Y5C1	ANGPTL3
Q9UJY5	GGA1
Q16585-2	SGCB
Q9UJY4	GGA2
A0A0J9YWE8	YWHAB
Q9NWG2	cDNA FLJ10044 fis, clone HEMBA1001088, moderately similar to PINCH PROTEIN {ECO:0000313|EMBL:BAA9141
A0A3B3ITI4	HSPA9
A0A3B3ITI7	COPA
Q96QD5	DEPDC7
Q05BJ5	STIM2
Q9NWG8	cDNA FLJ10035 fis, clone HEMBA1000919 {ECO:0000313|EMBL:BAA91413.1}
P53597	SUCLG1
Q8WWJ8	Integrin beta {ECO:0000256|RuleBase:RU000633}
Q3KR16	PLEKHG6
Q6S5L8	SHC4
Q5XKD4	CDK5R2
K7EL50	CALR
Q96QD9	FYTTD1
A8W2K5	MLH1
Q9UJZ2	VIL2
Q9UJZ1	STOML2
Q9UJZ8	Ezrin {ECO:0000313|EMBL:AAF03154.1}
E5KLM0	Mitochondrial dynamin-like 120 kDa protein {ECO:0000313|EMBL:ADP90079.1}
E5KLM1	Mitochondrial dynamin-like 120 kDa protein {ECO:0000313|EMBL:ADP90080.1}
Q9UJZ7	Ezrin {ECO:0000313|EMBL:AAF03155.1}
Q9UJZ6	Ezrin {ECO:0000313|EMBL:AAF03156.1}
E5KLM2	Mitochondrial dynamin-like 120 kDa protein {ECO:0000313|EMBL:ADP90081.1}
P28324	ELK4
V9GYD3	RAD54L
A8MXV4	NUDT19
V9GYD0	ARL2-SNX15
P54619	PRKAG1
Q9BRZ2	TRIM56
O95793	STAU1
P17676	CEBPB
Q9HCJ3	RAVER2
H0YN84	PPP2R5C
Q9HCJ0	TNRC6C
Q9HCJ2	LRRC4C
Q96P88	GNRHR2
Q9HCJ1	ANKH
H0YN88	RPS17
Q9Y3Z5	DKFZp564B112
B1AHC9	XRCC6
Q9Y3Z3	SAMHD1
P28335	HTR2C
P28332	ADH6
Q9UIQ6	LNPEP
P28330	ACADL
P28331	NDUFS1
Q5FVE4	ACSBG2
P15018	LIF
P55957	BID
Q9HCI7	MSL2
P17677	GAP43
H0YMV3	PSMA4
B1AHB1	MCM5
B1AHB2	MCM5
P28328	PEX2
P67936	TPM4
P30622	CLIP1
Q9BRX9	WDR83
Q9UJ37	ST6GALNAC2
V9GYF8	GDI2
P28300	LOX
P30626	SRI
A0A2X0SFI1	RASGRF1
Q96P72	DFFB
Q9BRX2	PELO
Q54A15	DTGCU2
Q96P71	NECAB3
Q96P74	DFFB
Q96P73	DFFB
Q9HCH5	SYTL2
Q9BRX5	GINS3
Q96P70	IPO9
Q96P69	GPR78
Q96P68	OXGR1
Q9HCH3	CPNE5
Q96P65	QRFPR
Q9HCH0	NCKAP5L
Q9UJ41	RABGEF1
A8MXY4	ZNF99
K7EMM7	HSPBP1
B1AHA9	MCM5
A6NFI3	ZNF316
P31942	HNRNPH3
Q9NVA1	UQCC1
P31941	APOBEC3A
Q9UIS9	MBD1
Q9NVA2	SEPTIN11
P30613	PKLR
P31944	CASP14
P31943	HNRNPH1
K7EMK7	TLE2
P31946	YWHAB
Q5MJ68	SPDYC
P31948	STIP1
A8K0N6	cDNA FLJ76599, highly similar to Homo sapiens nucleoporin 35kDa (NUP35), transcript variant 2, mRNA 
P31947	SFN
Q9HCG8	CWC22
Q96P63	SERPINB12
P17661	DES
Q5BIV9	SPRN
Q9BS86	ZPBP
P54646	PRKAA2
Q9HCG7	GBA2
P17655	CAPN2
Q9HCG1	ZNF160
B2RU25	STAG3
P16333	NCK1
P17658	KCNA6
Q96P53	WDFY2
Q96P56	CATSPER2
P31949	S100A11
P04350	TUBB4A
H9C875	Interleukin 6 {ECO:0000313|EMBL:AFF18412.1}
Q5MJ70	SPDYA
P23634-7	ATP2B4
