Q9NXB0	MKS1
Q9NWQ8	PAG1
Q8WWQ8	STAB2
Q99929	ASCL2
Q96QK1	VPS35
Q9BTM9	URM1
Q8WWQ2	HPSE2
Q9Y5N1	HRH3
Q9BTM1	H2AFJ
B3KYA8	cDNA FLJ16482 fis, clone BRTHA2017972, highly similar to Mothers against decapentaplegic homolog 7 (
Q6DKJ4	NXN
Q9Y5N6	ORC6
Q6DKJ9	BOP1
Q9UKE5	TNIK
Q9Y5N5	N6AMT1
K7EL71	VPS4B
K7EKV4	VPS25
Q9NX36	DNAJC28
Q9NWR8	MCUB
Q9BTL4	IER2
Q86WQ0	NR2C2AP
Q99909	SSX3
Q9Y608	LRRFIP2
Q9UKF2	ADAM30
Q9UKF6	CPSF3
Q9Y603	ETV7
Q9NWS0	PIH1D1
Q9NX45	SOHLH2
Q9NX47	MARCH5
C9IYK1	Gap junction protein {ECO:0000256|RuleBase:RU000630}
Q86X29	LSR
C9IYK2	SMC4
Q9NWS9	ZNF446
Q96QI5	HS3ST6
Q9BTK6	PAGR1
Q9Y5P1	OR51B2
Q9Y5P0	OR51B4
Q9Y613	FHOD1
D3YTA9	PPP3R1
Q8WWN9	IPCEF1
Q8WWN8	ARAP3
Q9Y5P8	PPP2R3B
Q9Y618	NCOR2
Q6BEB4	SP5
Q9UKG1	APPL1
Q9Y5P4	COL4A3BP
Q86WP2	GPBP1
Q3KR50	TRPC4
Q9NWT1	PAK1IP1
Q9Y616	IRAK3
Q86X10	RALGAPB
Q9NX55	HYPK
Q9NWT6	HIF1AN
Q9UKG9	CROT
C9IYL4	GTF2E1
Q9NWT8	AURKAIP1
Q9NX58	LYAR
Q86X19	TMEM17
Q96QH2	PRAM1
B7ZLK3	COL21A1
Q86X83	COMMD2
Q9Y5I1	PCDHA11
Q9Y5I4	PCDHAC2
Q9Y5I3	PCDHA1
A6NE82	MBD3L3
Q99965	ADAM2
Q99962	SH3GL2
Q99963	SH3GL3
P17900	GM2A
Q99961	SH3GL1
Q9Y5I7	CLDN16
Q96R09	OR5B2
Q96R08	OR5B12
Q99966	CITED1
Q99967	CITED2
Q96R06	SPAG5
Q86WV5	TEN1
Q86WV1	SKAP1
Q9Y5J3	HEY1
K7EKZ3	VPS4B
P05937	CALB1
Q9Y5J5	PHLDA3
Q9UKA2	FBXL4
Q9UKA1	FBXL5
Q86WV8	TSC1
Q9Y5J1	UTP18
Q495Y8	SPDYE2
Q86WV6	TMEM173
Q3KQV3	ZNF792
Q9UKA4	AKAP11
Q99952	PTPN18
Q9Y5J7	TIMM9
Q9Y5J6	TIMM10B
Q9UKA9	PTBP2
Q9Y5J9	TIMM8B
Q9BU19	ZNF692
Q9BTP7	FAAP24
Q99959	PKP2
Q99958	FOXC2
Q99956	DUSP9
Q86WU4	CLIP1
Q9Y5K3	PCYT1B
Q9Y5K6	CD2AP
Q9Y5K5	UCHL5
Q00341	HDLBP
Q9UKB1	FBXW11
Q9Y5K2	KLK4
Q9Y5K1	SPO11
Q99942	RNF5
Q99943	AGPAT1
E9PCA1	CCT5
Q01668	CACNA1D
Q99941	ATF6B
Q9NX01	TXNL4B
Q9Y5K8	ATP6V1D
Q9NX02	NLRP2
Q3KQZ1	SLC25A35
Q01664	TFAP4
Q9BU08	Uncharacterized protein {ECO:0000313|EMBL:AAH02971.1}
Q9NX08	COMMD8
Q9NX09	DDIT4
Q86X52	CHSY1
A6NDZ8	MBD3L4
Q9Y5L5	LENEP
Q9Y5L4	TIMM13
Q5XKL5	BTBD8
Q86WT6	TRIM69
Q9Y5L0	TNPO3
Q86X55	CARM1
Q99932	SPAG8
Q01658	DR1
Q9NX14	NDUFB11
Q7KZX8	G1 to S phase transition 1 {ECO:0000313|EMBL:AAP35368.1}
Q00325	SLC25A3
Q9NWP5	cDNA FLJ20702 fis, clone KAIA2174 {ECO:0000313|EMBL:BAA91334.1}
Q9UKC9	FBXL2
Q9NX18	SDHAF2
Q8WWR8	NEU4
Q6R327	RICTOR
Q99933	BAG1
Q96QL3	HLA-C protein {ECO:0000313|EMBL:AAH08457.1}
Q14964	RAB39A
Q9NWH9	SLTM
Q7KZN9	COX15
Q13637	RAB32
A2KUC3	IGHV
Q8WWI5	SLC44A1
Q13636	RAB31
P52272	HNRNPM
Q14966	ZNF638
Q13635	PTCH1
Q05BQ5	MBTD1
Q13634	CDH18
Q13639	HTR4
B3KXW5	cDNA FLJ46199 fis, clone TESTI4007965, highly similar to AP-1 complex subunit gamma-1 {ECO:0000313|E
Q9Y5E6	PCDHB3
Q9Y5E5	PCDHB4
Q9Y5E8	PCDHB15
Q9Y5E7	PCDHB2
Q9BTE3	MCMBP
Q86WK7	AMIGO3
Q9Y5E2	PCDHB7
Q86WK6	AMIGO1
Q9Y5E4	PCDHB5
Q9Y5E3	PCDHB6
Q9BTE7	DCUN1D5
Q8WWI1	LMO7
Q495M9	USH1G
Q9BTE2	C16orf35
Q9Y5E9	PCDHB14
Q9BTE1	DCTN5
Q14974	KPNB1
Q13643	FHL3
Q13642	FHL1
Q14973	SLC10A1
Q8WWH4	ASZ1
Q14978	NOLC1
Q96QB1	DLC1
Q86WJ1	CHD1L
Q9Y5F1	PCDHB12
B3KXX5	Structural maintenance of chromosomes protein {ECO:0000256|PIRNR:PIRNR005719}
Q9Y5F0	PCDHB13
Q96QB7	TC4
Q9Y5F6	PCDHGC5
Q9Y5F8	PCDHGB7
Q9Y5F3	PCDHB1
Q9Y5F2	PCDHB11
Q9BTD8	RBM42
P52292	KPNA2
Q13651	IL10RA
Q14982	OPCML
Q14980	NUMA1
O94763	URI1
E9PC44	SEC24D
P52298	NCBP2
Q96QA5	GSDMA
O94761	RECQL4
O94762	RECQL5
B3KXY0	cDNA FLJ46288 fis, clone TESTI4032834, highly similar to Homo sapiens mediator complex subunit 12-li
O94768	STK17B
P52294	KPNA1
B7ZLB1	TSNARE1
O94766	B3GAT3
Q8WWG1	NRG4
Q9Y5G0	PCDHGB5
B3KXY3	cDNA FLJ46312 fis, clone TESTI4040559, highly similar to Homo sapiens cyclic nucleotide gated channe
Q9Y5G2	PCDHGB2
Q9Y5G1	PCDHGB3
O94760	DDAH1
B3KXY9	cDNA FLJ46359 fis, clone TESTI4049786, highly similar to Hexokinase-1 (EC 2.7.1.1) {ECO:0000313|EMBL
K7EKQ2	CDC37
Q9Y5G7	PCDHGA6
P41597	CCR2
P41595	HTR2B
Q9BTC8	MTA3
P41594	GRM5
Q86WI3	NLRC5
Q9Y5G3	PCDHGB1
P40261	NNMT
Q9Y5G5	PCDHGA8
O94769	ECM2
Q14993	COL19A1
Q9BTC0	DIDO1
Q9NWK9	ZNHIT6
Q14990	ODF1
Q14997	PSME4
Q14995	NR1D2
O94772	LY6H
E9PC52	RBBP7
Q14994	NR1I3
O94779	CNTN5
O94776	MTA2
Q14999	CUL7
O94777	DPM2
B3KXZ2	cDNA FLJ46417 fis, clone THYMU3012402, highly similar to Importin alpha-1 subunit {ECO:0000313|EMBL:
Q9Y5H1	PCDHGA2
Q9Y5H0	PCDHGA3
B3KXZ4	DNA helicase {ECO:0000256|SAAS:SAAS00536514}
Q9Y5H2	PCDHGA11
Q9Y5H9	PCDHA2
P41587	VIPR2
Q9Y5H8	PCDHA3
P41586	ADCYAP1R1
Q9Y5H5	PCDHA9
Q86WH3	Tissue factor {ECO:0000313|EMBL:AAO61153.1}
Q9Y5H4	PCDHGA1
Q86WH2	RASSF3
Q9Y5H7	PCDHA5
Q9Y5H6	PCDHA8
P40259	CD79B
Q13671	RIN1
Q13670	PMS2P11
Q9UJV9	DDX41
Q96QG7	MTMR9
O94788	ALDH1A2
Q8WWM7	ATXN2L
Q5XKE5	KRT79
O94782	USP1
P53567	CEBPG
B3KY43	cDNA FLJ46798 fis, clone TRACH3031660, highly similar to cAMP-dependent protein kinase type II-beta 
Q7KZS0	UBE2I
Q9UJW0	DCTN4
Q9UK80	USP21
Q86X09	PPP1R3D
Q9Y5A9	YTHDF2
Q9UJW3	DNMT3L
Q9UJW9	SERTAD3
Q9BTI6	FLOT2
Q9Y5A6	ZSCAN21
Q13683	ITGA7
Q9Y5A7	NUB1
Q8WWL7	CCNB3
Q86WN2	IFNE
B3KY55	cDNA FLJ46894 fis, clone UTERU3019708, highly similar to Regulator of nonsense transcripts 1 {ECO:00
B3KY45	cDNA FLJ46818 fis, clone TRACH3038399, highly similar to Eukaryotic translation initiation factor2-a
B3KY47	cDNA FLJ46841 fis, clone UTERU3000670, highly similar to Homo sapiens shroom (SHRM), mRNA {ECO:00003
Q9UJX2	CDC23
Q9UJX0	OSGIN1
Q9Y5B0	CTDP1
Q9UJX6	ANAPC2
Q9UK96	FBXO10
Q96QF0	RAB3IP
Q8WWL3	TRP7
Q9UJX5	ANAPC4
Q9UJX4	ANAPC5
Q9UJX3	ANAPC7
Q8WWL2	SPIRE2
Q9Y5B6	PAXBP1
Q9UK99	FBXO3
Q9Y5B9	SUPT16H
Q9BTH3	BIN1
Q9UK97	FBXO9
Q13698	CACNA1S
A8MWR8	cDNA FLJ59881, highly similar to SEC13-related protein {ECO:0000313|EMBL:BAG57832.1}
Q9NWF9	RNF216
Q96QE3	ATAD5
P53582	METAP1
B3KY61	cDNA FLJ16787 fis, clone PLACE6013222, weakly similar to Mus musculus RNA binding motif protein 26 (
A6NEC2	NPEPPSL1
K7EL68	CDC37
Q9UJY1	HSPB8
Q9Y5C1	ANGPTL3
Q9UJY5	GGA1
Q9UJY4	GGA2
A0A0J9YWE8	YWHAB
Q96QD5	DEPDC7
P53597	SUCLG1
Q3KR16	PLEKHG6
Q6S5L8	SHC4
Q9UJZ2	VIL2
Q9UJZ1	STOML2
Q9UJZ8	Ezrin {ECO:0000313|EMBL:AAF03154.1}
Q9UJZ7	Ezrin {ECO:0000313|EMBL:AAF03155.1}
Q9UJZ6	Ezrin {ECO:0000313|EMBL:AAF03156.1}
P28324	ELK4
P54619	PRKAG1
Q9BRZ2	TRIM56
O95793	STAU1
P17676	CEBPB
Q9HCJ3	RAVER2
H0YN84	PPP2R5C
Q9HCJ0	TNRC6C
Q9HCJ2	LRRC4C
Q96P88	GNRHR2
Q9HCJ1	ANKH
B1AHC9	XRCC6
Q9Y3Z3	SAMHD1
P28335	HTR2C
Q9UIQ6	LNPEP
P28332	ADH6
P28330	ACADL
P28331	NDUFS1
Q5FVE4	ACSBG2
P15018	LIF
P55957	BID
Q9HCI7	MSL2
Q9HCI6	KIAA1586
P17677	GAP43
H0YMV3	PSMA4
B1AHB1	MCM5
B1AHB2	MCM5
P67936	TPM4
P28328	PEX2
P30622	CLIP1
Q9BRX9	WDR83
Q9UJ37	ST6GALNAC2
P28300	LOX
P30626	SRI
Q96P72	DFFB
Q9BRX2	PELO
Q96P74	DFFB
Q96P73	DFFB
Q9HCH5	SYTL2
Q9BRX5	GINS3
Q96P70	IPO9
Q96P68	OXGR1
Q96P65	QRFPR
Q9UJ41	RABGEF1
B1AHA9	MCM5
P31942	HNRNPH3
Q9UIS9	MBD1
Q9NVA2	SEPT11
P31941	APOBEC3A
P30613	PKLR
P31944	CASP14
P31943	HNRNPH1
P31946	YWHAB
Q5MJ68	SPDYC
P31948	STIP1
P31947	SFN
Q9HCG8	CWC22
Q96P63	SERPINB12
P17661	DES
Q5BIV9	SPRN
Q9BS86	ZPBP
P54646	PRKAA2
Q9HCG7	GBA2
P17655	CAPN2
Q9HCG1	ZNF160
P16333	NCK1
P17658	KCNA6
Q96P56	CATSPER2
P31949	S100A11
P04350	TUBB4A
H9C875	Interleukin 6 {ECO:0000313|EMBL:AFF18412.1}
Q5MJ70	SPDYA
P23634-7	ATP2B4
Q9UJ55	MAGEL2
B2RU28	RLN3
Q9Y3U8	RPL36
Q9Y468	L3MBTL1
P27037	ACVR2A
Q9Y467	SALL2
Q9UIL1	SCOC
Q9Y464	XB
Q14802	FXYD3
Q8WVC0	LEO1
Q9Y463	DYRK1B
Q9Y466	NR2E1
Q0VA92	TAF13
P29692	EEF1D
Q14807	KIF22
H0YN38	AP3S2
P28360	MSX1
Q9UIL8	PHF11
P39019	RPS19
P30685	HLA-B
Q8WVC6	DCAKD
Q9HCN8	SDF2L1
P16389	KCNA2
P15056	BRAF
Q9HCN4	GPN1
Q9HCN6	GP6
P39023	RPL3
P16383	GCFC2
Q70J99	UNC13D
Q9Y473	ZNF175
Q9HCN2	TP53AIP1
Q9Y3V2	RWDD3
Q86VE9	SERINC5
P28358	HOXD10
Q9Y478	PRKAB1
Q9UIM3	FKBPL
P30679	GNA15
Q14814	MEF2D
P28370	SMARCA1
P55916	UCP3
Q8WVB6	CHTF18
P42658	DPP6
Q9HCM3	KIAA1549
Q9HCM2	PLXNA4
Q9HCM4	EPB41L5
Q9Y483	MTF2
P31997	CEACAM8
A8K0S9	cDNA FLJ78311, highly similar to Homo sapiens spermatogenesis associated 2 (SPATA2), mRNA {ECO:00003
A8K0S8	MEIS3P2
Q9Y487	ATP6V0A2
P28340	POLD1
Q9Y3W7	DKFZp586J0119
P17693	HLA-G
Q8WVA8	Uncharacterized protein {ECO:0000313|EMBL:AAH18289.1}
P31995	FCGR2C
P31994	FCGR2B
P15036	ETS2
H0YMU3	IDH3A
Q9HCL2	GPAM
Q9HCL0	PCDH18
P28336	NMBR
Q9Y490	TLN1
Q14832	GRM3
Q13501	SQSTM1
P28356	HOXD9
Q14831	GRM7
Q9UJ04	TSPYL4
Q13505	MTX1
Q9Y496	KIF3A
Q13503	MED21
Q14833	GRM4
Q13509	TUBB3
Q14839	CHD4
Q13508	ART3
A0A0G2JQM1	AP2A2
Q13507	TRPC3
Q13506	NAB1
Q9HCK8	CHD8
Q9HCK5	AGO4
Q9HCK4	ROBO2
Q9HCK0	ZBTB26
Q9Y3Y4	PYGO1
A8K141	CTNNA3
Q5MIZ7	PPP4R3B
Q86VB7	CD163
A8K0S6	Autophagy-related protein 13 {ECO:0000256|RuleBase:RU361214}
Q68G74	LHX8
A8K146	cDNA FLJ76216, highly similar to Homo sapiens xeroderma pigmentosum, complementation group C (XPC), 
P28347	TEAD1
Q9Y3Y2	CHTOP
Q9Y3Q4	HCN4
Q9Y3Q3	TMED3
Q9BS34	ZNF670
Q86UW7	CADPS2
Q86V86	PIM3
Q9BRR9	ARHGAP9
Q9BRR8	GPATCH1
Q86UW2	SLC51B
Q86V81	ALYREF
Q86UW1	SLC51A
Q9HCB6	SPON1
Q9BS31	ZNF649
Q9Y3Q8	TSC22D4
Q9BRR0	ZKSCAN3
Q9UIH9	KLF15
Q86UW9	DTX2
Q99766	ATP5S
Q01523	DEFA5
Q99767	APBA2
Q9NUU7	DDX19A
Q8WUU4	ZNF296
Q8WUU5	GATAD1
A8K171	cDNA FLJ77253, highly similar to Homo sapiens nuclear receptor interacting protein 1 (NRIP1), mRNA {
Q96P09	BIRC8
A8K177	cDNA FLJ75583, highly similar to Homo sapiens gamma-aminobutyric acid (GABA) A receptor, alpha 1 (GA
Q9Y3R5	DOPEY2
Q9Y3R4	NEU2
Q86UV5	USP48
A8K0T9	cDNA FLJ75422, highly similar to Homo sapiens capping protein (actin filament) muscle Z-line, alpha 
Q9Y436	DKFZp586M2023
Q9UII4	HERC5
Q9BRQ8	AIFM2
Q9Y3R0	GRIP1
Q9BRQ6	CHCHD6
Q9BS26	ERP44
Q9UII2	ATPIF1
Q9BRQ5	ORAI3
Q9NV70	EXOC1
Q9UII5	ZNF107
A0A0J9YX35	IGHV3-64D
Q9BRQ0	PYGO2
Q99755	PIP5K1A
Q9NUV7	SPTLC3
Q02846	GUCY2D
Q99750	MDFI
A8K161	CAMK2A
Q9BS18	ANAPC13
Q9BRP8	PYM1
Q99759	MAP3K3
Q01518	CAP1
Q99757	TXN2
Q99758	ABCA3
Q9Y446	PKP3
Q86UU5	GGN
Q8N9W6	BOLL
Q9UIJ5	ZDHHC2
Q9BS16	CENPK
Q9Y3S1	WNK2
Q86UU0	BCL9L
Q9BRP4	PAAF1
H0YN18	PSMA4
Q9NV88	INTS9
Q8WV44	TRIM41
Q02833	RASSF7
Q99742	NPAS1
Q99743	NPAS2
A0A0G2JR96	CYFIP1
Q99740	Soluble protein Jagged {ECO:0000313|EMBL:AAC50909.1}
A8K192	cDNA FLJ75584, highly similar to Homo sapiens DIX domain containing 1 (DIXDC1), mRNA {ECO:0000313|EM
Q99741	CDC6
Q8WV41	SNX33
A8K194	Protein HIRA {ECO:0000256|RuleBase:RU364014}
Q9Y450	HBS1L
Q99748	NRTN
Q8WUS7	Similar to RAN GTPase activating protein 1 {ECO:0000313|EMBL:AAH19676.1}
Q99747	NAPG
Q86UT5	PDZD3
Q9Y3T9	NOC2L
Q9Y458	TBX22
Q9UIK4	DAPK2
Q9NV92	NDFIP2
Q9NUX5	POT1
Q9NV96	TMEM30A
Q86UT6	NLRX1
Q99733	NAP1L4
Q99731	CCL19
Q99732	LITAF
Q8WV37	ZNF480
Q99735	MGST2
B1AH80	RAC2
Q8WV36	Uncharacterized protein {ECO:0000313|EMBL:AAH18784.1}
Q9BS79	MRE11A
Q9BRV8	SIKE1
P31930	UQCRC1
Q9Y3M2	CBY1
A6NG45	PRDX4
Q9Y3M8	STARD13
Q9UID3	VPS51
Q9Y3M9	ZNF337
Q9UID6	ZNF639
Q9BRV3	SLC50A1
Q9NUQ3	TXLNG
Q9NV23	OLAH
Q8WUY8	NAT14
Q96P48	ARAP1
Q8WUY9	DEPDC1B
Q9NUQ7	UFSP2
Q9NUQ8	ABCF3
Q96P44	COL21A1
A8K0Z3	WASHC1
Q9NV29	TMEM100
Q02818	NUCB1
P31939	ATIC
Q02817	MUC2
P29622	SERPINA4
Q86UZ8	FZD2
H0YMI6	PSMA4
Q9HCE7	SMURF1
Q9Y3N9	OR2W1
Q9HCE6	ARHGEF10L
Q8WUY3	PRUNE2
Q9HCE9	ANO8
Q9HCE5	METTL14
Q9NV31	IMP3
P17643	TYRP1
Q8WUX9	CHMP7
Q9HCE1	MOV10
Q99797	MIPEP
Q99798	ACO2
Q96P31	FCRL3
Q02809	PLOD1
Q86UY5	FAM83A
Q9BRT9	GINS4
A0A0G2JQT9	AP2A2
Q9HCD5	NCOA5
Q8WV92	MITD1
Q9UIF9	BAZ2A
A0A0J9YX62	DNAJB6
Q9UIF8	BAZ2B
Q9UIF7	MUTYH
P17600	SYN1
Q99788	CMKLR1
Q9NUS5	AP5S1
Q8WUW7	PKM2
Q99784	OLFM1
Q96P20	NLRP3
Q6H3X3	RAET1G
G8XRH5	OPRM1
Q86V97	KBTBD6
Q86UX7	FERMT3
Q9Y3P4	RHBDD3
Q9HCC9	ZFYVE28
Q9UIG0	BAZ1B
Q8WUW1	BRK1
Q9UIG4	PSORS1C2
Q9HCC6	HES4
Q9BRS2	RIOK1
Q9HCC0	MCCC2
Q9UIG8	SLCO3A1
Q9Y3P9	RABGAP1
Q99777	Uncharacterized protein {ECO:0000313|EMBL:AAB50216.1}
V9GZ54	MSN
P17612	PRKACA
Q9NV56	MRGBP
Q96P16	RPRD1A
V9GZ56	LSM4
Q9NV58	RNF19A
Q96P11	NSUN5
Q8N9Z3	cDNA FLJ36025 fis, clone TESTI2016701, highly similar to TUMOR NECROSIS FACTOR TYPE 1 RECEPTOR ASSOC
A0A0D9SFW6	STXBP1
Q9BSL1	UBAC1
Q9Y4K4	MAP4K5
Q86W26	NLRP10
Q9Y4K0	LOXL2
Q9Y4K3	TRAF6
Q99807	COQ7
Q9NW07	ZNF358
Q9NW08	POLR3B
Q9BSK4	FEM1A
Q9BSK3	Uncharacterized protein {ECO:0000313|EMBL:AAH04990.1}
B3GN61	CDH1
Q8WW01	TSEN15
Q99801	NKX3-1
A0A0G2JQA4	AP2A2
Q9BSK1	ZNF577
Q6EMK4	VASN
Q8WVN8	UBE2Q2
A0A0J9YWZ2	YWHAB
A0A0D9SG72	STXBP1
Q9Y4L5	RNF115
Q86VP6	CAND1
Q9Y4L1	HYOU1
Q86VP3	PACS2
Q9UJC3	HOOK1
Q86VP1	TAX1BP1
Q86W11	ZSCAN30
Q504Q3	PAN2
Q9NVP1	DDX18
Q9NVP2	ASF1B
Q00266	MAT1A
Q9NW13	RBM28
Q7KYT6	STM7
Q9NW15	ANO10
Q8WVN6	SECTM1
Q9BSJ2	TUBGCP2
A0A0D9SFW0	METTL14
Q9BSJ8	ESYT1
Q9BSJ6	PIMREG
Q9HCY8	S100A14
A6NF83	NUPR2
Q8WVM9	Uncharacterized protein {ECO:0000313|EMBL:AAH17733.1}
Q8WVM7	STAG1
A6NF89	OR6C6
Q96PG8	BBC3
Q8WVM8	SCFD1
Q9UJD0	RIMS3
A8MXH5	COL4A6
H0YNJ4	EXOC3L4
Q9NVQ4	FAIM
Q9BSI4	TINF2
Q8WVM0	TFB1M
Q9HCX4	TRPC7
Q9HD90	NEUROD4
Q01581	HMGCS1
A0A0A0YP96	U38
K7ELZ6	ATP6V0A1
Q86VN1	VPS36
Q9NVR0	KLHL11
Q86VN0	ZRSR2
Q9NVR2	INTS10
Q9NW38	FANCL
Q5BJH7	YIF1B
Q7KYR7	BTN2A1
Q9BSH4	TACO1
Q9BSH3	NICN1
B7ZMJ6	LAMB4
B1AH77	RAC2
B1AH78	RAC2
Q9Y4G2	PLEKHM1
Q8WW43	APH1B
Q8WVS4	WDR60
Q9Y4G8	RAPGEF2
Q9Y4G6	TLN2
Q9BT09	CNPY3
Q9NVK5	FGFR1OP2
Q96PM9	ZNF385A
Q99848	EBNA1BP2
F8WCF6	ARPC4-TTLL3
Q96PM5	RCHY1
Q86W54	SPATA24
Q86W52	NCOR1
Q9BT04	FUZ
Q9Y4H2	IRS2
Q9Y4H4	GPSM3
Q5PSV4	BRMS1L
Q86W56	PARG
Q99832	CCT7
Q0VAK6	LMOD3
Q504U8	EGFR
Q96PL1	SCGB3A2
Q9BSN7	TMEM204
Q8WW38	ZFPM2
Q99836	MYD88
Q504U3	PKM2
Q96PL2	TECTB
Q99835	SMO
Q86W42	THOC6
H0YNF5	IDH3A
A8MXL6	SEC13
Q02880	TOP2B
Q86VS8	HOOK3
Q86W47	KCNMB4
Q9Y4I1	MYO5A
A8K0C9	cDNA FLJ78382, highly similar to Homo sapiens C-terminal modulator protein, transcript variant 2,mRN
Q7KZ85	SUPT6H
Q8WW22	DNAJA4
Q01546	KRT76
Q02878	RPL6
Q01543	FLI1
Q9NVM4	PRMT7
Q99829	CPNE1
Q96PK6	RBM14
Q9NVM6	DNAJC17
Q99828	CIB1
Q9NVM9	INTS13
B7ZMI2	ARAP1
Q5PT55	SLC10A5
Q9BSM1	PCGF1
Q9UJA3	MCM8
Q8WW10	CTNNA3
Q01534	TSPY1
Q9UJA5	TRMT6
Q9Y4J8	DTNA
Q9NVN3	RIC8B
O95707	POP4
Q6PML9	SLC30A9
Q99819	ARHGDIG
Q99816	TSG101
O95704	APBB3
Q99814	EPAS1
Q01538	MYT1
Q8WW12	PCNP
P54578	USP14
P78545	ELF3
P54577	YARS
P28288	ABCD3
Q13510	ASAH1
P28289	TMOD1
O95714	HERC2
Q96PA0	BCL2
Q13516	OLIG2
B7ZMF3	MAPK8IP3
P78540	ARG2
Q13515	BFSP2
P78543	BTG2
O95711	LY86
Q86VI1	EXOC3L1
Q13519	PNOC
Q14849	STARD3
Q13518	Protein kinase C-binding protein RACK8 {ECO:0000313|EMBL:AAC72246.1}
P78549	NTHL1
Q6EMB2	TTLL5
Q9Y4C5	CHST2
K7EM20	YWHAE
Q9Y4C1	KDM3A
P41252	IARS
Q9Y4C0	NRXN3
K7EM24	ATP6V0A1
Q86VI3	IQGAP3
P41250	GARS
Q9HD34	LYRM4
O95718	ESRRB
Q9HD33	MRPL47
Q9HD36	BCL2L10
O95715	CXCL14
Q3KPI8	ANP32A
Q9Y4C8	RBM19
O95721	SNAP29
Q13523	PRPF4B
Q13522	PPP1R1A
Q9NVG8	TBC1D13
P78536	ADAM17
Q13520	AQP6
Q13526	PIN1
P78537	BLOC1S1
Q6RSH7	VHLL
P78539	SRPX
Q9BSB4	ATG101
F8WD26	LMO7
Q9Y4D7	PLXND1
Q9Y4D1	DAAM1
Q9HD26	GOPC
P41240	CSK
Q86VH2	KIF27
Q9HD23	MRS2
Q9NVH1	DNAJC11
Q9NVH2	INTS7
Q9HCQ5	GALNT9
O95727	CRTAM
P42574	CASP3
Q13530	SERINC3
P42575	CASP2
P41247	PNPLA4
Q9HD20	ATP13A1
Q14865	ARID5B
Q14863	POU6F1
P29597	TYK2
P78563	ADARB1
P78562	PHEX
A0A0G2JQH3	CYFIP1
Q13535	ATR
Q8WVE0	EEF1AKMT1
P29590	PML
P41235	HNF4A
P42568	MLLT3
Q9Y4E8	USP15
A5YM48	MYBPC3
P41231	P2RY2
Q9HD15	SRA1
A6NFA1	TRABD2B
P16284	PECAM1
Q9Y4E5	ZNF451
A5YM44	APAF1
Q9NVI1	FANCI
Q14872	MTF1
Q13541	EIF4EBP1
P41238	APOBEC1
Q9HCP0	CSNK1G1
Q9NVI7	ATAD3A
P42566	EPS15
P43897	TSFM
P41236	PPP1R2
P78556	CCL20
O95741	CPNE6
Q13542	EIF4EBP2
Q8WVD3	RNF138
P78552	IL13RA1
Q13547	HDAC1
Q13546	RIPK1
O95744	PMS2P2
Q9Y4F1	FARP1
P78559	MAP1A
P41223	BUD31
Q86VF5	MOGAT3
P41222	PTGDS
P16298	PPP3CB
P41221	WNT5A
Q9Y4F9	RIPOR2
P41220	RGS2
Q9NVJ2	ARL8B
K7EM38	ACTG1
O95749	GGPS1
P78560	CRADD
P41229	KDM5C
P41227	NAA10
P41226	UBA7
P41225	SOX3
O95754	SEMA4F
Q13555	CAMK2G
Q13554	CAMK2B
O95751	LDOC1
Q8WVK7	SKA2
O95758	PTBP3
Q96PE3	INPP4A
O95757	HSPA4L
Q13557	CAMK2D
O95755	RAB36
P78509	RELN
P78508	KCNJ10
O95750	FGF19
P78504	JAG1
Q9UIU0	CACNA2D1
Q2QGD7	ZXDC
Q9BSG1	ZNF2
Q96PE2	ARHGEF17
Q8WVK2	SNRNP27
Q96PE1	ADGRA2
O95759	TBC1D8
Q9UJ68	MSRA
Q13563	PKD2
Q0VAB0	TBXA2R
Q13562	NEUROD1
Q147X3	NAA30
Q13561	DCTN2
Q9UIU6	SIX4
Q96PD7	DGAT2
Q14896	MYBPC3
Q9NVC6	MED17
Q13564	NAE1
Q8WVJ9	TWIST2
A8MY26	DSCR3
Q96PD2	DCBLD2
Q13569	TDG
Q13568	IRF5
Q96PD4	IL17F
A6NFC9	OR2W5
O95760	IL33
Q9BSF8	BTBD10
Q9UIV1	CNOT7
Q9UJ70	NAGK
Q9HD67	MYO10
Q8WVJ2	NUDCD2
F8WCM8	EPHB6
H0YMZ1	PSMA4
Q9HCU9	BRMS1
Q9HCU8	POLD4
Q13574	DGKZ
Q13573	SNW1
Q9UIV8	SERPINB13
Q9UJ78	ZMYM5
Q5BJF6	ODF2
Q13572	ITPK1
Q9HCU5	PREB
Q9HCU4	CELSR2
Q13571	LAPTM5
Q96PC5	MIA2
Q13576	IQGAP2
Q9NVD7	PARVA
P55884	EIF3B
Q96PC2	IP6K3
Q96PC3	AP1S3
O95777	LSM8
A6NFD8	HELT
P78527	PRKDC
O95772	STARD3NL
K7ELW1	RAD23A
P41279	MAP3K8
Q6BCY4	CYB5R2
Q9Y4A5	TRRAP
Q9BSE4	HERPUD2
Q9UIW2	PLXNA1
P41273	TNFSF9
Q9UIW0	VAX2
K7ELW9	ASF1B
Q9BSE8	ZNF607
Q13585	GPR50
Q9Y4A9	OR10H1
Q9Y4A8	NFE2L3
Q70JA7	CHSY3
O95786	DDX58
Q13588	GRAP
Q9HCT0	FGF22
O95785	WIZ
P55895	RAG2
Q13586	STIM1
Q96PB1	CASD1
O95789	ZMYM6
P41271	NBL1
